participant,trial_num,trial_type,emotion,framing,peer,risk_level,FinancialDecisionResp.keys,FinancialDecisionResp.rt
52,17,peer,Neutral,Loss,Present,Low,1,2.7442
52,19,peer,Neutral,Gain,Present,Low,2,5.9281
52,40,framing,Neutral,Loss,Absent,Low,2,0.9449
52,31,framing,Neutral,Gain,Absent,Low,2,5.809
52,37,framing,Neutral,Gain,Absent,High,1,0.7104
52,38,framing,Neutral,Loss,Absent,High,1,0.5132
52,14,peer,Neutral,Loss,Absent,High,2,0.8771
52,11,peer,Neutral,Gain,Present,Low,1,0.6133
52,21,peer,Neutral,Loss,Present,High,1,1.3987
52,25,peer,Neutral,Loss,Present,High,1,0.9857
52,15,peer,Neutral,Gain,Present,High,2,1.2815
52,16,peer,Neutral,Gain,Absent,High,1,1.1631
52,33,framing,Neutral,Gain,Absent,High,1,0.8022
52,9,emotion,Neutral,Neutral,Absent,Low,1,0.7285
52,5,emotion,Negative,Neutral,Absent,Low,2,1.5138
52,7,emotion,Positive,Neutral,Absent,Low,2,1.068
52,20,peer,Neutral,Gain,Absent,Low,1,0.2
52,29,peer,Neutral,Loss,Present,Low,1,1.9902
52,39,framing,Neutral,Gain,Absent,Low,1,0.3192
52,34,framing,Neutral,Loss,Absent,High,1,0.0305
52,6,emotion,Neutral,Neutral,Absent,High,2,3.6102
52,27,peer,Neutral,Gain,Present,High,2,1.3479
52,36,framing,Neutral,Loss,Absent,Low,1,0.8277
53,17,peer,Neutral,Loss,Present,Low,1,12.4491
53,25,peer,Neutral,Loss,Present,High,1,6.9774
53,13,peer,Neutral,Loss,Present,High,2,4.0362
53,27,peer,Neutral,Gain,Present,High,2,7.0843
53,9,emotion,Neutral,Neutral,Absent,Low,1,5.3973
53,30,peer,Neutral,Loss,Absent,Low,2,3.5875
53,14,peer,Neutral,Loss,Absent,High,1,1.3076
53,40,framing,Neutral,Loss,Absent,Low,1,0.6084
53,28,peer,Neutral,Gain,Absent,High,2,2.212
53,24,peer,Neutral,Gain,Absent,Low,1,0.7057
53,21,peer,Neutral,Loss,Present,High,2,0.7447
53,33,framing,Neutral,Gain,Absent,High,1,0.7332
53,1,emotion,Positive,Neutral,Absent,Low,1,6.722
53,18,peer,Neutral,Loss,Absent,Low,1,0.5527
53,32,framing,Neutral,Loss,Absent,Low,1,0.6322
53,22,peer,Neutral,Loss,Absent,High,2,0.3996
53,5,emotion,Negative,Neutral,Absent,Low,1,0.8506
53,35,framing,Neutral,Gain,Absent,Low,1,0.6293
53,38,framing,Neutral,Loss,Absent,High,1,0.6236
53,3,emotion,Neutral,Neutral,Absent,Low,1,0.792
53,20,peer,Neutral,Gain,Absent,Low,1,0.5154
53,19,peer,Neutral,Gain,Present,Low,1,0.4669
53,2,emotion,Negative,Neutral,Absent,High,1,0.5061
53,34,framing,Neutral,Loss,Absent,High,1,0.4918
53,15,peer,Neutral,Gain,Present,High,1,0.6902
53,29,peer,Neutral,Loss,Present,Low,1,0.3888
53,16,peer,Neutral,Gain,Absent,High,2,0.3735
53,10,emotion,Positive,Neutral,Absent,High,1,1.5498
53,37,framing,Neutral,Gain,Absent,High,1,0.5315
53,4,emotion,Positive,Neutral,Absent,High,2,1.4179
53,7,emotion,Positive,Neutral,Absent,Low,1,0.4542
53,11,peer,Neutral,Gain,Present,Low,1,0.3858
53,36,framing,Neutral,Loss,Absent,Low,2,0.5228
53,31,framing,Neutral,Gain,Absent,Low,2,6.3761
53,12,peer,Neutral,Gain,Absent,Low,2,0.2171
53,8,emotion,Negative,Neutral,Absent,High,1,0.6004
53,6,emotion,Neutral,Neutral,Absent,High,1,0.4484
53,23,peer,Neutral,Gain,Present,Low,2,0.3649
53,39,framing,Neutral,Gain,Absent,Low,1,0.5027
53,26,peer,Neutral,Loss,Absent,High,2,0.6591
54,28,peer,Neutral,Gain,Absent,High,1,7.5051
54,26,peer,Neutral,Loss,Absent,High,1,13.7901
54,3,emotion,Neutral,Neutral,Absent,Low,1,9.6062
54,31,framing,Neutral,Gain,Absent,Low,1,4.6181
54,29,peer,Neutral,Loss,Present,Low,1,14.969
54,6,emotion,Neutral,Neutral,Absent,High,2,3.4625
54,1,emotion,Positive,Neutral,Absent,Low,1,5.8382
54,23,peer,Neutral,Gain,Present,Low,1,3.0461
54,22,peer,Neutral,Loss,Absent,High,2,3.7557
54,19,peer,Neutral,Gain,Present,Low,1,7.1355
54,13,peer,Neutral,Loss,Present,High,1,2.6721
54,30,peer,Neutral,Loss,Absent,Low,1,5.7343
54,34,framing,Neutral,Loss,Absent,High,1,30.0067
54,37,framing,Neutral,Gain,Absent,High,2,1.9097
54,2,emotion,Negative,Neutral,Absent,High,2,6.1677
54,36,framing,Neutral,Loss,Absent,Low,1,1.3525
54,9,emotion,Neutral,Neutral,Absent,Low,1,0.9669
54,17,peer,Neutral,Loss,Present,Low,1,2.2774
54,18,peer,Neutral,Loss,Absent,Low,1,0.8052
54,24,peer,Neutral,Gain,Absent,Low,1,0.4835
54,5,emotion,Negative,Neutral,Absent,Low,1,2.6492
54,39,framing,Neutral,Gain,Absent,Low,1,0.4195
54,40,framing,Neutral,Loss,Absent,Low,1,0.9851
54,7,emotion,Positive,Neutral,Absent,Low,1,4.0535
54,38,framing,Neutral,Loss,Absent,High,2,2.291
54,32,framing,Neutral,Loss,Absent,Low,1,1.8169
54,21,peer,Neutral,Loss,Present,High,1,1.8857
54,4,emotion,Positive,Neutral,Absent,High,2,3.1841
54,8,emotion,Negative,Neutral,Absent,High,1,2.3227
54,33,framing,Neutral,Gain,Absent,High,1,2.0168
54,16,peer,Neutral,Gain,Absent,High,1,1.959
54,27,peer,Neutral,Gain,Present,High,1,4.0846
54,11,peer,Neutral,Gain,Present,Low,1,0.2738
54,35,framing,Neutral,Gain,Absent,Low,1,2.1892
54,15,peer,Neutral,Gain,Present,High,1,3.7599
54,14,peer,Neutral,Loss,Absent,High,1,1.3305
54,20,peer,Neutral,Gain,Absent,Low,1,0.6694
54,12,peer,Neutral,Gain,Absent,Low,1,0.5111
54,10,emotion,Positive,Neutral,Absent,High,1,0.8781
54,25,peer,Neutral,Loss,Present,High,1,0.4165
61,17,peer,Neutral,Loss,Present,Low,1,12.4491
61,25,peer,Neutral,Loss,Present,High,1,6.9774
61,13,peer,Neutral,Loss,Present,High,2,4.0362
61,27,peer,Neutral,Gain,Present,High,2,7.0843
61,9,emotion,Neutral,Neutral,Absent,Low,1,5.3973
61,30,peer,Neutral,Loss,Absent,Low,2,3.5875
61,14,peer,Neutral,Loss,Absent,High,1,1.3076
61,40,framing,Neutral,Loss,Absent,Low,1,0.6084
61,28,peer,Neutral,Gain,Absent,High,2,2.212
61,24,peer,Neutral,Gain,Absent,Low,1,0.7057
61,21,peer,Neutral,Loss,Present,High,2,0.7447
61,33,framing,Neutral,Gain,Absent,High,1,0.7332
61,1,emotion,Positive,Neutral,Absent,Low,1,6.722
61,18,peer,Neutral,Loss,Absent,Low,1,0.5527
61,32,framing,Neutral,Loss,Absent,Low,1,0.6322
61,22,peer,Neutral,Loss,Absent,High,2,0.3996
61,5,emotion,Negative,Neutral,Absent,Low,1,0.8506
61,35,framing,Neutral,Gain,Absent,Low,1,0.6293
61,38,framing,Neutral,Loss,Absent,High,1,0.6236
61,3,emotion,Neutral,Neutral,Absent,Low,1,0.792
61,20,peer,Neutral,Gain,Absent,Low,1,0.5154
61,19,peer,Neutral,Gain,Present,Low,1,0.4669
61,2,emotion,Negative,Neutral,Absent,High,1,0.5061
61,34,framing,Neutral,Loss,Absent,High,1,0.4918
61,15,peer,Neutral,Gain,Present,High,1,0.6902
61,29,peer,Neutral,Loss,Present,Low,1,0.3888
61,16,peer,Neutral,Gain,Absent,High,2,0.3735
61,10,emotion,Positive,Neutral,Absent,High,1,1.5498
61,37,framing,Neutral,Gain,Absent,High,1,0.5315
61,4,emotion,Positive,Neutral,Absent,High,2,1.4179
61,7,emotion,Positive,Neutral,Absent,Low,1,0.4542
61,11,peer,Neutral,Gain,Present,Low,1,0.3858
61,36,framing,Neutral,Loss,Absent,Low,2,0.5228
61,31,framing,Neutral,Gain,Absent,Low,2,6.3761
61,12,peer,Neutral,Gain,Absent,Low,2,0.2171
61,8,emotion,Negative,Neutral,Absent,High,1,0.6004
61,6,emotion,Neutral,Neutral,Absent,High,1,0.4484
61,23,peer,Neutral,Gain,Present,Low,2,0.3649
61,39,framing,Neutral,Gain,Absent,Low,1,0.5027
61,26,peer,Neutral,Loss,Absent,High,2,0.6591
62,36,framing,Neutral,Loss,Absent,Low,1,9.562
62,5,emotion,Negative,Neutral,Absent,Low,1,24.0644
62,28,peer,Neutral,Gain,Absent,High,2,9.9887
62,24,peer,Neutral,Gain,Absent,Low,1,13.9196
62,14,peer,Neutral,Loss,Absent,High,2,6.3223
62,11,peer,Neutral,Gain,Present,Low,1,8.2552
62,26,peer,Neutral,Loss,Absent,High,2,9.0718
62,1,emotion,Positive,Neutral,Absent,Low,1,6.3327
62,13,peer,Neutral,Loss,Present,High,2,13.6148
62,15,peer,Neutral,Gain,Present,High,2,18.5988
62,17,peer,Neutral,Loss,Present,Low,1,11.5367
62,37,framing,Neutral,Gain,Absent,High,2,3.8321
62,35,framing,Neutral,Gain,Absent,Low,1,6.5522
62,4,emotion,Positive,Neutral,Absent,High,2,5.0803
62,29,peer,Neutral,Loss,Present,Low,1,3.5434
62,33,framing,Neutral,Gain,Absent,High,2,2.4165
62,22,peer,Neutral,Loss,Absent,High,2,2.9415
62,10,emotion,Positive,Neutral,Absent,High,2,4.5936
62,27,peer,Neutral,Gain,Present,High,2,3.8215
62,25,peer,Neutral,Loss,Present,High,2,3.4495
62,18,peer,Neutral,Loss,Absent,Low,1,3.1341
62,7,emotion,Positive,Neutral,Absent,Low,1,3.1851
62,8,emotion,Negative,Neutral,Absent,High,2,6.3326
62,38,framing,Neutral,Loss,Absent,High,2,2.8778
62,40,framing,Neutral,Loss,Absent,Low,1,6.4849
62,2,emotion,Negative,Neutral,Absent,High,2,5.2156
62,6,emotion,Neutral,Neutral,Absent,High,2,2.5501
62,39,framing,Neutral,Gain,Absent,Low,1,1.5855
62,20,peer,Neutral,Gain,Absent,Low,1,1.6198
62,23,peer,Neutral,Gain,Present,Low,1,5.1998
62,31,framing,Neutral,Gain,Absent,Low,1,1.3021
62,16,peer,Neutral,Gain,Absent,High,2,2.3184
62,21,peer,Neutral,Loss,Present,High,2,5.2325
62,9,emotion,Neutral,Neutral,Absent,Low,1,1.6833
62,30,peer,Neutral,Loss,Absent,Low,1,1.6848
62,19,peer,Neutral,Gain,Present,Low,1,4.5178
62,12,peer,Neutral,Gain,Absent,Low,1,2.2899
62,32,framing,Neutral,Loss,Absent,Low,1,2.2816
62,3,emotion,Neutral,Neutral,Absent,Low,1,4.3701
62,34,framing,Neutral,Loss,Absent,High,2,7.2338
